"user1_id","user2_id","u1_looking_for_type","u1_city","u1_budget_min","u1_budget_max","u1_hobby_gym","u1_hobby_gaming","u1_hobby_cooking","u1_hobby_creative","u1_hobby_hiking","u1_hobby_music","u1_hobby_movies","u1_hobby_foodie","u1_hobby_partying","u1_hobby_reading","u1_pref_smoking","u1_pref_drinking","u1_pref_introverted","u1_pref_clean_high","u1_pref_noise_sensitive","u1_pref_guests_ok","u1_pref_student","u1_pref_night_owl","u2_looking_for_type","u2_city","u2_budget_min","u2_budget_max","u2_hobby_gym","u2_hobby_gaming","u2_hobby_cooking","u2_hobby_creative","u2_hobby_hiking","u2_hobby_music","u2_hobby_movies","u2_hobby_foodie","u2_hobby_partying","u2_hobby_reading","u2_pref_smoking","u2_pref_drinking","u2_pref_introverted","u2_pref_clean_high","u2_pref_noise_sensitive","u2_pref_guests_ok","u2_pref_student","u2_pref_night_owl","y_match"
"20","22","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"21","22","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","1"
"1","23","ROOM_AND_ROOMMATE","Huddersfield","400","1000","1","1","1","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"2","23","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"3","23","JOIN_GROUP","Huddersfield","600","1000","0","0","0","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"4","23","ROOM_AND_ROOMMATE","Huddersfield","700","1000","0","1","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"5","23","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"6","23","JOIN_GROUP","Huddersfield","550","800","1","1","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"7","23","ROOM_AND_ROOMMATE","Huddersfield","400","830","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"8","23","ROOMMATE","Huddersfield","400","800","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"9","23","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"10","23","ROOMMATE","Huddersfield","700","1200","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"12","23","ROOMMATE","Huddersfield","600","900","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"13","23","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"14","23","ROOMMATE","Huddersfield","400","1300","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"15","23","JOIN_GROUP","Huddersfield","600","1000","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"16","23","ROOMMATE","Huddersfield","800","1000","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"17","23","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"18","23","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"19","23","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","1"
"20","23","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0"
"21","23","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","1"
"22","23","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","1"
"1","24","ROOM_AND_ROOMMATE","Huddersfield","400","1000","1","1","1","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"2","24","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"3","24","JOIN_GROUP","Huddersfield","600","1000","0","0","0","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"4","24","ROOM_AND_ROOMMATE","Huddersfield","700","1000","0","1","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"5","24","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"6","24","JOIN_GROUP","Huddersfield","550","800","1","1","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"7","24","ROOM_AND_ROOMMATE","Huddersfield","400","830","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"8","24","ROOMMATE","Huddersfield","400","800","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"9","24","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"10","24","ROOMMATE","Huddersfield","700","1200","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"12","24","ROOMMATE","Huddersfield","600","900","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"13","24","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"14","24","ROOMMATE","Huddersfield","400","1300","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"15","24","JOIN_GROUP","Huddersfield","600","1000","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"16","24","ROOMMATE","Huddersfield","800","1000","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"17","24","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"18","24","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"19","24","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","1"
"20","24","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","0"
"21","24","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","1"
"22","24","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","1"
"23","24","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","1"
"1","25","ROOM_AND_ROOMMATE","Huddersfield","400","1000","1","1","1","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"2","25","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"3","25","JOIN_GROUP","Huddersfield","600","1000","0","0","0","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"4","25","ROOM_AND_ROOMMATE","Huddersfield","700","1000","0","1","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"5","25","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"6","25","JOIN_GROUP","Huddersfield","550","800","1","1","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"7","25","ROOM_AND_ROOMMATE","Huddersfield","400","830","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"8","25","ROOMMATE","Huddersfield","400","800","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"9","25","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"10","25","ROOMMATE","Huddersfield","700","1200","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"12","25","ROOMMATE","Huddersfield","600","900","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"13","25","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"14","25","ROOMMATE","Huddersfield","400","1300","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"15","25","JOIN_GROUP","Huddersfield","600","1000","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"16","25","ROOMMATE","Huddersfield","800","1000","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"17","25","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"18","25","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"19","25","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","1"
"20","25","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0"
"21","25","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","1"
"22","25","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","1"
"23","25","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","1"
"24","25","ROOM_AND_ROOMMATE","Huddersfield","500","800","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","1"
